40.8371,-73.8389
40.5764,-73.8539
40.6698,-73.9726
40.6012,-74.0123
40.7219,-73.85
40.7027,-73.8951
40.5433,-74.2479
40.5833,-73.8881
40.5283,-74.1615
40.7892,-73.9473
40.8015,-73.9292
40.7864,-73.9004
40.7698,-73.7704
40.6121,-73.8466
40.7217,-73.7814
40.8948,-73.8767
40.77,-73.9184
40.6285,-73.8538
40.6066,-73.8412
40.6218,-73.9438
40.6038,-74.1563
40.5131,-74.2316
40.6506,-74.0231
40.866,-73.8478
40.6011,-74.0987
40.7342,-73.8301
40.608,-73.9168
40.5378,-74.2227
40.6121,-74.0699
40.7726,-73.8444
40.6161,-74.1744
40.7178,-73.8734
40.759,-73.9221
40.6477,-73.8213
40.6176,-74.0411
40.6917,-73.951
40.8152,-73.9184
40.6999,-73.8194
40.8741,-73.7899
40.6272,-73.9456
40.8111,-73.9003
40.6917,-73.924
40.7727,-73.9491
40.6079,-73.8142
40.5764,-74.1563
40.6957,-73.8248
40.7945,-73.783
40.7244,-73.7327
40.649,-73.7654
40.6846,-73.7563
40.6792,-73.7761
40.6135,-73.9114
40.796,-73.8985
40.6849,-73.9708
40.6437,-73.9384
40.5833,-73.9133
40.9016,-73.8459
40.6904,-73.9618
40.6107,-74.1491
40.5502,-74.2264
40.7631,-73.9762
40.8413,-73.9129
40.7466,-73.9149
40.6189,-74.1366
40.7162,-73.7399
40.7343,-73.9455
40.5874,-74.1293
40.6121,-73.9348
40.689,-73.9816
40.6711,-73.9059
40.7918,-73.8083
40.6259,-74.0339
40.6327,-74.0285
40.6641,-73.7618
40.5158,-74.2478
40.6108,-74.0591
40.5723,-74.0861
40.531,-74.2101
40.8139,-73.9328
40.7273,-73.8463
40.6204,-73.9078
40.6053,-73.9114
40.6723,-73.7527
40.8413,-73.9346
40.7699,-73.8968
40.6285,-74.1672
40.6259,-74.0789
40.6957,-73.7923
40.726,-73.8932
40.7864,-73.857
40.6629,-74.0033
40.689,-73.9149
40.6012,-74.0699
40.5914,-73.798
40.6314,-73.9474
40.6025,-74.1509
40.7217,-73.7706
40.6586,-73.7492
40.5902,-74.0807
40.7683,-73.7488
40.5861,-73.9979
40.7,-73.9041
40.7602,-73.8228
40.6135,-74.1149
40.796,-73.8426
40.5997,-74.1761
40.7315,-73.886
40.8577,-73.837
40.7068,-73.9329
40.6286,-74.1276
40.7233,-73.9546
40.7452,-73.8499
40.6176,-74.0123
40.645,-73.8898
40.6396,-73.8916
